Id,Attrition
1,0.2
2,0.1
3,0.1
4,0.2
5,0.3
6,0.1
7,0.6
8,0.3
9,0.1
10,0.1
11,0.3
12,0.3
13,0.2
14,0.0
15,0.0
16,0.1
17,0.4
18,0.3
19,0.1
20,0.0
21,0.2
22,0.5
23,0.1
24,0.3
25,0.2
26,0.1
27,0.1
28,0.0
29,0.8
30,0.0
31,0.1
32,0.2
33,0.4
34,0.2
35,0.0
36,0.0
37,0.0
38,0.1
39,0.2
40,0.0
41,0.3
42,0.1
43,0.0
44,0.1
45,0.0
46,0.0
47,0.3
48,0.0
49,0.0
50,0.3
51,0.2
52,0.1
53,0.0
54,0.5
55,0.1
56,0.2
57,0.0
58,0.3
59,0.1
60,0.1
61,0.1
62,0.1
63,0.3
64,0.0
65,0.1
66,0.1
67,0.1
68,0.0
69,0.1
70,0.2
71,0.1
72,0.1
73,0.1
74,0.1
75,0.3
76,0.2
77,0.2
78,0.1
79,0.0
80,0.3
81,0.1
82,0.1
83,0.1
84,0.1
85,0.2
86,0.3
87,0.3
88,0.1
89,0.0
90,0.6
91,0.0
92,0.2
93,0.4
94,0.2
95,0.3
96,0.3
97,0.4
98,0.2
99,0.4
100,0.0
101,0.1
102,0.1
103,0.2
104,0.1
105,0.3
106,0.2
107,0.1
108,0.1
109,0.1
110,0.0
111,0.0
112,0.2
113,0.3
114,0.0
115,0.1
116,0.0
117,0.1
118,0.1
119,0.0
120,0.0
121,0.3
122,0.3
123,0.3
124,0.2
125,0.3
126,0.0
127,0.2
128,0.0
129,0.5
130,0.1
131,0.0
132,0.0
133,0.0
134,0.3
135,0.0
136,0.0
137,0.8
138,0.1
139,0.3
140,0.0
141,0.3
142,0.1
143,0.4
144,0.0
145,0.2
146,0.4
147,0.1
148,0.2
149,0.3
150,0.1
151,0.5
152,0.2
153,0.2
154,0.9
155,0.1
156,0.1
157,0.2
158,0.2
159,0.1
160,0.1
161,0.1
162,0.1
163,0.0
164,0.1
165,0.1
166,0.2
167,0.3
168,0.1
169,0.0
170,0.0
171,0.2
172,0.0
173,0.1
174,0.2
175,0.0
176,0.4
177,0.4
178,0.2
179,0.2
180,0.5
181,0.4
182,0.2
183,0.7
184,0.0
185,0.6
186,0.1
187,0.1
188,0.1
189,0.1
190,0.2
191,0.2
192,0.3
193,0.0
194,0.5
195,0.1
196,0.2
197,0.2
198,0.2
199,0.0
200,0.2
201,0.3
202,0.1
203,0.2
204,0.3
205,0.1
206,0.3
207,0.3
208,0.2
209,0.6
210,0.4
211,0.5
212,0.1
213,0.1
214,0.0
215,0.1
216,0.9
217,0.2
218,0.0
219,0.0
220,0.0
221,0.0
222,0.1
223,0.0
224,0.7
225,0.3
226,0.3
227,0.3
228,0.0
229,0.1
230,0.1
231,0.6
232,0.4
233,0.3
234,0.3
235,0.0
236,0.2
237,0.0
238,0.0
239,0.6
240,0.2
241,0.0
242,0.0
243,0.3
244,0.4
245,0.0
246,0.0
247,0.3
248,0.0
249,0.0
250,0.0
251,0.1
252,0.1
253,0.1
254,0.2
255,0.0
256,0.5
257,0.0
258,0.4
259,0.0
260,0.2
261,0.1
262,0.2
263,0.2
264,0.2
265,0.3
266,0.1
267,0.0
268,0.0
269,0.4
270,0.1
271,0.0
272,0.1
273,0.3
274,0.4
275,0.3
276,0.2
277,0.1
278,0.3
279,0.1
280,0.2
281,0.2
282,0.2
283,0.4
284,0.3
285,0.1
286,0.5
287,0.0
288,0.4
289,0.0
290,0.1
291,0.1
292,0.0
293,0.2
294,0.0
295,0.2
296,0.2
297,0.1
298,0.1
299,0.5
300,0.1
301,0.1
302,0.0
303,0.0
304,0.6
305,0.3
306,0.0
307,0.1
308,0.0
309,0.2
310,0.2
311,0.0
312,0.0
313,0.4
314,0.2
315,0.2
316,0.4
317,0.7
318,0.0
319,0.1
320,0.2
321,0.0
322,0.2
323,0.0
324,0.1
325,0.9
326,0.1
327,0.4
328,0.6
329,0.4
330,0.6
331,0.1
332,0.3
333,0.1
334,0.1
335,0.1
336,0.0
337,0.3
338,0.0
339,0.2
340,0.5
341,0.0
342,0.2
343,0.0
344,0.5
345,0.3
346,0.2
347,0.1
348,0.0
349,0.1
350,0.1
351,0.1
352,0.0
353,0.1
354,0.1
355,0.2
356,0.4
357,0.4
358,0.0
359,0.1
360,0.3
361,0.1
362,0.1
363,0.2
364,0.0
365,0.3
366,0.0
367,0.3
368,0.1
369,0.6
370,0.4
371,0.1
372,0.0
373,0.0
374,0.8
375,0.0
376,0.0
377,0.1
378,0.4
379,0.5
380,0.0
381,0.4
382,0.0
383,0.1
384,0.0
385,0.4
386,0.2
387,0.3
388,0.4
389,0.1
390,0.3
391,0.2
392,0.1
393,0.8
394,0.1
395,0.1
396,0.2
